PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,"Phenotype (Unstable (<30 min), Stable (>30 min))",Half-life (minutes),Compound QC
109967290,50897809,Inactive,unstable,1.6,QC'd by NCATS
164755711,60374252,Inactive,unstable,1.6,QC'd by NCATS
162211018,71307871,Inactive,unstable,1.6,QC'd by NCATS
134419060,56643038,Inactive,unstable,1.6,QC'd by NCATS
134419063,56643052,Inactive,unstable,1.6,QC'd by NCATS
161004011,4127215,Inactive,unstable,1.6,QC'd by NCATS
161004061,70789532,Inactive,unstable,1.6,QC'd by NCATS
160844035,70701372,Inactive,unstable,1.6,QC'd by NCATS
163826981,71660752,Inactive,unstable,1.6,QC'd by NCATS
377676008,18144534,Inactive,unstable,1.6,QC'd by NCATS
144116995,60167924,Inactive,unstable,1.6,QC'd by NCATS
164755744,71771074,Inactive,unstable,1.6,QC'd by NCATS
161004696,70789745,Inactive,unstable,1.6,QC'd by NCATS
161004697,70789741,Inactive,unstable,1.6,QC'd by NCATS
161004689,70789727,Inactive,unstable,1.6,QC'd by NCATS
161004152,70789506,Inactive,unstable,1.6,QC'd by NCATS
161004154,70789352,Inactive,unstable,1.6,QC'd by NCATS
161004700,70789735,Inactive,unstable,1.6,QC'd by NCATS
161004691,70789725,Inactive,unstable,1.6,QC'd by NCATS
161004694,70789728,Inactive,unstable,1.6,QC'd by NCATS
174006650,73265264,Inactive,unstable,1.6,QC'd by NCATS
363677740,53388524,Inactive,unstable,1.6,QC'd by NCATS
144204458,31101,Inactive,unstable,1.59,QC'd by NCATS
124877951,3246353,Inactive,unstable,1.58,QC'd by NCATS
24406458,16027973,Inactive,unstable,1.58,QC'd by NCATS
377708173,9368465,Inactive,unstable,1.58,QC'd by NCATS
375889127,134809594,Inactive,unstable,1.58,QC'd by NCATS
24401491,16023100,Inactive,unstable,1.57,QC'd by NCATS
14724781,2880983,Inactive,unstable,1.56,QC'd by NCATS
24404064,16025626,Inactive,unstable,1.56,QC'd by NCATS
22410295,2102299,Inactive,unstable,1.55,QC'd by NCATS
24383549,16007397,Inactive,unstable,1.55,QC'd by NCATS
375890128,134810595,Inactive,unstable,1.55,QC'd by NCATS
375841251,46058622,Inactive,unstable,1.55,QC'd by NCATS
24386639,16010137,Inactive,unstable,1.54,QC'd by NCATS
50111695,794706,Inactive,unstable,1.54,QC'd by NCATS
24397412,8099609,Inactive,unstable,1.53,QC'd by NCATS
99367915,46907736,Inactive,unstable,1.53,QC'd by NCATS
99367992,46907676,Inactive,unstable,1.53,QC'd by NCATS
49649021,135457059,Inactive,unstable,1.52,QC'd by NCATS
174007145,2585,Inactive,unstable,1.52,QC'd by NCATS
375870226,53149983,Inactive,unstable,1.52,QC'd by NCATS
49666701,3835198,Inactive,unstable,1.5,QC'd by NCATS
7974094,1379247,Inactive,unstable,1.5,QC'd by NCATS
24398802,15999416,Inactive,unstable,1.5,QC'd by NCATS
24414782,3605573,Inactive,unstable,1.5,QC'd by NCATS
124893285,53314906,Inactive,unstable,1.5,QC'd by NCATS
124893287,1186191,Inactive,unstable,1.5,QC'd by NCATS
104224417,24819361,Inactive,unstable,1.5,QC'd by NCATS
99460864,8781314,Inactive,unstable,1.5,QC'd by NCATS
99460842,46947849,Inactive,unstable,1.5,QC'd by NCATS
163827051,17425016,Inactive,unstable,1.5,QC'd by NCATS
384568727,71729975,Inactive,unstable,1.5,QC'd by NCATS
161004445,70789662,Inactive,unstable,1.5,QC'd by NCATS
161004698,70789736,Inactive,unstable,1.5,QC'd by NCATS
161004699,70789747,Inactive,unstable,1.5,QC'd by NCATS
161004695,70789742,Inactive,unstable,1.5,QC'd by NCATS
375868775,53137434,Inactive,unstable,1.5,QC'd by NCATS
11111416,4658,Inactive,unstable,1.49,QC'd by NCATS
24391725,16014186,Inactive,unstable,1.49,QC'd by NCATS
104223826,573746,Inactive,unstable,1.49,QC'd by NCATS
24272467,1725261,Inactive,unstable,1.48,QC'd by NCATS
24414799,16034061,Inactive,unstable,1.48,QC'd by NCATS
174006737,73265275,Inactive,unstable,1.48,QC'd by NCATS
24385336,16009028,Inactive,unstable,1.47,QC'd by NCATS
24387423,16010865,Inactive,unstable,1.47,QC'd by NCATS
363680625,24857242,Inactive,unstable,1.47,QC'd by NCATS
14718785,831961,Inactive,unstable,1.46,QC'd by NCATS
26666894,322878,Inactive,unstable,1.46,QC'd by NCATS
4261798,2964580,Inactive,unstable,1.45,QC'd by NCATS
24410732,16031764,Inactive,unstable,1.45,QC'd by NCATS
99367981,46907704,Inactive,unstable,1.45,QC'd by NCATS
24411542,16032111,Inactive,unstable,1.44,QC'd by NCATS
377020332,44223973,Inactive,unstable,1.44,QC'd by NCATS
99367983,46907686,Inactive,unstable,1.44,QC'd by NCATS
24267784,15987880,Inactive,unstable,1.44,QC'd by NCATS
124950543,46943210,Inactive,unstable,1.44,QC'd by NCATS
124892049,16014184,Inactive,unstable,1.43,QC'd by NCATS
24392086,16014495,Inactive,unstable,1.43,QC'd by NCATS
24270954,15990317,Inactive,unstable,1.41,QC'd by NCATS
24402155,16023755,Inactive,unstable,1.41,QC'd by NCATS
24414107,16033831,Inactive,unstable,1.41,QC'd by NCATS
375889260,134809727,Inactive,unstable,1.41,QC'd by NCATS
375833635,124043610,Inactive,unstable,1.41,QC'd by NCATS
14729678,3490047,Inactive,unstable,1.4,QC'd by NCATS
49728778,135481303,Inactive,unstable,1.4,QC'd by NCATS
29215720,16060127,Inactive,unstable,1.4,QC'd by NCATS
29217042,17757145,Inactive,unstable,1.4,QC'd by NCATS
124893303,17399346,Inactive,unstable,1.4,QC'd by NCATS
110167701,50898250,Inactive,unstable,1.4,QC'd by NCATS
170465287,64722,Inactive,unstable,1.4,QC'd by NCATS
377700056,7957319,Inactive,unstable,1.4,QC'd by NCATS
164755756,71771103,Inactive,unstable,1.4,QC'd by NCATS
24391687,16014151,Inactive,unstable,1.38,QC'd by NCATS
99460846,46947861,Inactive,unstable,1.38,QC'd by NCATS
49642983,1120551,Inactive,unstable,1.38,QC'd by NCATS
24417443,7312224,Inactive,unstable,1.37,QC'd by NCATS
144206868,27901,Inactive,unstable,1.37,QC'd by NCATS
24395701,16017770,Inactive,unstable,1.36,QC'd by NCATS
110167693,50898226,Inactive,unstable,1.36,QC'd by NCATS
124888752,661788,Inactive,unstable,1.35,QC'd by NCATS
24276735,4718264,Inactive,unstable,1.35,QC'd by NCATS
24386633,16010131,Inactive,unstable,1.34,QC'd by NCATS
85267871,3915663,Inactive,unstable,1.34,QC'd by NCATS
377653246,4881581,Inactive,unstable,1.34,QC'd by NCATS
24385481,4917871,Inactive,unstable,1.33,QC'd by NCATS
99367908,46907716,Inactive,unstable,1.33,QC'd by NCATS
377712643,16015257,Inactive,unstable,1.32,QC'd by NCATS
24268074,4753688,Inactive,unstable,1.31,QC'd by NCATS
24400515,16022130,Inactive,unstable,1.31,QC'd by NCATS
24417135,1385205,Inactive,unstable,1.31,QC'd by NCATS
375885702,134806170,Inactive,unstable,1.31,QC'd by NCATS
4251561,3245229,Inactive,unstable,1.3,QC'd by NCATS
24410177,16031229,Inactive,unstable,1.3,QC'd by NCATS
24414824,4060605,Inactive,unstable,1.3,QC'd by NCATS
144207147,656667,Inactive,unstable,1.3,QC'd by NCATS
162211011,71307813,Inactive,unstable,1.3,QC'd by NCATS
375806632,71692988,Inactive,unstable,1.3,QC'd by NCATS
170465934,5736,Inactive,unstable,1.29,QC'd by NCATS
375869337,110201081,Inactive,unstable,1.28,QC'd by NCATS
375853231,46059187,Inactive,unstable,1.28,QC'd by NCATS
14742988,2021006,Inactive,unstable,1.27,QC'd by NCATS
24268026,2156520,Inactive,unstable,1.26,QC'd by NCATS
363681146,92044400,Inactive,unstable,1.26,QC'd by NCATS
24416135,135437057,Inactive,unstable,1.25,QC'd by NCATS
384569289,118873492,Inactive,unstable,1.25,QC'd by NCATS
24392272,16014662,Inactive,unstable,1.23,QC'd by NCATS
375885373,134805841,Inactive,unstable,1.23,QC'd by NCATS
87550919,3331835,Inactive,unstable,1.21,QC'd by NCATS
375886492,134806960,Inactive,unstable,1.21,QC'd by NCATS
24276518,5297522,Inactive,unstable,1.21,QC'd by NCATS
24398403,16020134,Inactive,unstable,1.2,QC'd by NCATS
24404274,16025831,Inactive,unstable,1.2,QC'd by NCATS
375809681,75410302,Inactive,unstable,1.2,QC'd by NCATS
24271069,15990405,Inactive,unstable,1.19,QC'd by NCATS
24273695,15991223,Inactive,unstable,1.18,QC'd by NCATS
24390354,16013369,Inactive,unstable,1.18,QC'd by NCATS
377662104,4827509,Inactive,unstable,1.17,QC'd by NCATS
24412983,16033121,Inactive,unstable,1.15,QC'd by NCATS
375888838,134809305,Inactive,unstable,1.14,QC'd by NCATS
24267786,15987881,Inactive,unstable,1.12,QC'd by NCATS
375799806,71693149,Inactive,unstable,1.12,QC'd by NCATS
24276434,1252213,Inactive,unstable,1.11,QC'd by NCATS
170465938,16351,Inactive,unstable,1.11,QC'd by NCATS
377703269,4457031,Inactive,unstable,1.1,QC'd by NCATS
124949985,775655,Inactive,unstable,1.08,QC'd by NCATS
124876734,766793,Inactive,unstable,1.07,QC'd by NCATS
384569358,71090129,Inactive,unstable,1.07,QC'd by NCATS
24401087,16022698,Inactive,unstable,1.07,QC'd by NCATS
24387534,16010971,Inactive,unstable,1.05,QC'd by NCATS
89650099,44142144,Inactive,unstable,1.05,QC'd by NCATS
49719699,20945088,Inactive,unstable,1.03,QC'd by NCATS
384568620,2747117,Inactive,unstable,1.02,QC'd by NCATS
124948829,45166426,Inactive,unstable,1.01,QC'd by NCATS
124887055,95801,Inactive,unstable,1,QC'd by NCATS
3712251,2355490,Inactive,unstable,1,QC'd by NCATS
4261553,893292,Inactive,unstable,1,QC'd by NCATS
857223,658573,Inactive,unstable,1,QC'd by NCATS
124891516,6633,Inactive,unstable,1,QC'd by NCATS
24270087,5165652,Inactive,unstable,1,QC'd by NCATS
24403835,16025398,Inactive,unstable,1,QC'd by NCATS
24406712,16028207,Inactive,unstable,1,QC'd by NCATS
170464859,5281078,Inactive,unstable,1,QC'd by NCATS
137275814,5312126,Inactive,unstable,1,QC'd by NCATS
124953058,22301,Inactive,unstable,1,QC'd by NCATS
174316174,73330458,Inactive,unstable,1,QC'd by NCATS
24269975,15989548,Inactive,unstable,0.99,QC'd by NCATS
375832297,110196975,Inactive,unstable,0.97,QC'd by NCATS
375879134,45226889,Inactive,unstable,0.96,QC'd by NCATS
375818434,134793165,Inactive,unstable,0.91,QC'd by NCATS
24409378,7151268,Inactive,unstable,0.9,QC'd by NCATS
363680370,11296495,Inactive,unstable,0.9,QC'd by NCATS
