index,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
1643,O=C(Nc1ccccc1)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,0.0217691776088458,9.994,0.5415,5.4136,-12.1503,-74.7523,-79.161
228,CC(C)(C)c1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1,0.6454733932273669,8.55,0.0,4.0054,-14.2333,-64.1234,-65.396
980,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(C3CCC3)cs2)cc1,0.1416724257083621,9.1729,1.9189,6.3495,-13.2726,-90.3107,-99.5704
1337,CCC(CC)c1cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)COc2ccccc2)nc(-c2ccncc2)n1,0.0511402902557014,14.7281,0.8013,7.2692,-11.6109,-109.4598,-108.7426
1177,COc1ccccc1-n1cnc2cc(C(=O)N3CCCCC3)ccc21,0.0794747753973738,9.6072,0.0,5.2157,-13.1691,-72.3975,-68.5178
943,CCCCOc1ccc(C(=O)N2CCC(c3n[nH]c(=O)n3-c3ccc(C)cc3)CC2)cc1,0.1565307532826537,12.5588,0.862,7.3933,-9.4987,-100.3453,-87.7742
67,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C(C)C)CC3)nc2)cc2c1cnn2C(C)C,0.8320663441603318,14.9045,1.2653,8.3362,-8.4296,-126.4923,-122.0844
394,CC(C)(C)c1ccc(S(=O)(=O)N2CCC(c3ccncc3)CC2)cc1,0.4640635798203179,10.5167,0.0,4.6418,-1.3137,-63.7897,-41.5603
580,Cc1nc2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2s1,0.3144436765722184,8.2026,0.5993,3.8187,-24.1379,-68.3805,-86.3664
25,COc1ccc(C[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H]3C(=O)N(C)[C@@H](Cc4ccc(O)c(c4)Oc4ccc(cc4)[C@H]3O)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N2C)cc1,0.920870767104354,23.6263,4.0932,19.593,-14.2826,-244.7746,-227.5826
212,O=C1Nc2ccccc2/C1=C\c1ccc(O)c(F)c1,0.6599861782999309,5.1547,1.8006,5.0109,-14.0779,-58.4711,-72.549
1583,O=C(CCCN1CCC2(CC1)C(=O)N(Cc1cccc(F)c1)CN2c1ccccc1)c1ccc(F)cc1,0.0259156876295784,15.7853,0.0,9.3296,-11.2618,-112.453,-103.8227
145,CCc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1,0.7290946786454734,8.0157,2.7201,7.2096,-16.8307,-103.0375,-111.6273
537,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,0.3465791292328956,8.8493,1.4355,4.5865,-19.3033,-73.9675,-82.0961
812,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)Nc3nc(-c4ccccc4)cs3)c2)cc1,0.2004146510020732,9.6134,1.9011,6.1271,-18.9102,-84.7622,-97.3405
986,Oc1ccc(CNc2ccccc2C(F)(F)F)c2cccnc12,0.1413268832066344,6.6754,1.8261,6.5833,-9.9902,-74.0329,-73.0185
906,CN(C)c1cccc(-c2ncnc(N3CCC(C(N)=O)CC3)n2)c1,0.165860400829302,10.1397,1.4039,6.452,-6.9988,-101.9571,-82.9634
86,O=C1Nc2ccccc2C1Cc1cc(Cl)c(O)c(Cl)c1,0.7982031789910159,5.147,1.8538,4.7825,-9.0344,-56.7443,-65.7787
1600,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1,0.0241879751209398,9.4599,0.6615,6.0458,-17.0229,-78.7051,-86.5382
273,O=[S+]([O-])(Nc1cnc2ccccc2c1)c1ccc(NCc2ccc(Cl)cc2O)cc1,0.5908776779543884,9.6838,2.4061,8.2128,-15.9563,-102.3708,-109.907
1146,Fc1ccc(CN2CCOC[C@H]2c2ncc(-c3ccc(Cl)s3)[nH]2)cc1,0.0888044229440221,8.4725,0.7078,6.1386,-8.2836,-76.7776,-79.1937
1058,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,0.1140290255701451,9.001,1.5545,6.9182,-10.4484,-85.9392,-88.6057
905,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(OCC)cc2)cc1,0.1665514858327574,11.9713,0.8335,7.9886,-20.766,-102.1209,-103.9273
